Day,Pair,Flower,Treatment,File Name,Block,scale bar (pixel),scale bar (mm),flower width (mm),Flower width (pixels),Genus,sex,length(pixels),length(mm),land,start,stop,duration(s),nectar,pollen,attack,Notes,File Location
1,4,17,control,MVI_3437,b,,,26.09,185,Melissodes,male,73,10.29,no,454,457,0.1,no,no,no,,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-08-19 at 10.17.59 AM.png
1,4,17,control,MVI_3437,b,,,26.09,185,Melissodes,male,70,9.87,no,8262,8266,0.13,no,no,no,,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-08-19 at 10.26.24 AM.png
1,4,17,control,MVI_3437,b,,,26.09,185,Melissodes,male,74,10.44,yes,10935,11476,18.03,yes,yes,no,,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-08-19 at 10.30.10 AM.png
1,4,17,control,MVI_3437,b,,,26.09,185,Melissodes,male,68,9.59,yes,11644,11647,0.1,no,no,no,,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-08-19 at 10.33.39 AM.png
1,4,17,control,MVI_3437,b,,,26.09,185,Eucera,female,76,10.72,yes,11647,11761,3.8,no,yes,no,,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-08-19 at 10.36.17 AM.png
1,4,17,control,MVI_3437,b,,,26.09,185,Eucera,female,42,5.92,yes,12591,13145,18.47,yes,no,no,,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-08-19 at 10.41.16 AM.png
1,4,17,control,MVI_3437,b,,,26.09,185,Melissodes,male,74,10.44,yes,13145,13147,0.07,no,no,no,,
1,4,17,control,MVI_3437,b,,,26.09,185,Melissodes,male,64,9.03,yes,14526,14527,0.03,no,no,no,,
1,4,17,control,MVI_3437,b,,,26.09,185,Melissodes,male,73,10.29,yes,16216,16232,0.53,yes,no,no,,
1,4,5,treated,MVI_5433,b,,,28.23,171,Melissodes,male,110,18.16,yes,341631,341652,0.88,yes,no,no,24 fps,
1,4,5,treated,MVI_5433,b,,,28.23,171,Melissodes,male,102,16.84,yes,342167,342174,0.29,yes,no,no,24 fps,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-08-19 at 11.22.47 AM.png
1,4,5,treated,MVI_5433,b,,,28.23,171,Melissodes,male,99,16.34,yes,342668,342669,0.88,no,no,no,24 fps,
1,4,5,treated,MVI_5433,b,,,28.23,171,Melissodes,male,102,16.84,yes,342934,342935,0.04,no,no,no,24fps,
1,4,5,treated,MVI_5433,b,,,28.23,171,Melissodes,male,106,17.5,yes,342998,343010,0.5,no,no,no,24 fps,
1,4,5,treated,MVI_5433,b,,,28.23,171,Melissodes,female,102,16.84,yes,343023,343426,16.79,yes,yes,no,24 fps,
1,4,5,treated,MVI_5433,b,,,28.23,171,Melissodes,male,99,16.34,yes,343152,343154,0.08,no,no,no,24 fps,male bee saw female landed and left quickly
1,4,5,treated,MVI_5433,b,,,28.23,171,Melissodes,male,93,15.35,yes,343491,343492,0.04,no,no, no,24 fps,
1,4,5,treated,MVI_5433,b,,,28.23,171,Melissodes,male,100,16.51,yes,344620,344621,0.04,no,no,no,24 fps,
1,4,5,treated,MVI_5433,b,,,28.23,171,Melissodes,male,100,16.51,yes,344819,344871,2.17,yes,no,no,24 fps,
1,4,5,treated,MVI_5433,b,,,28.23,171,Melissodes,male,89,14.69,yes,345531,345534,0.13,no,no,no,24 fps,
1,4,5,treated,MVI_5433,b,,,28.23,171,Melissodes,male,92,15.19,yes,346433,346434,0.04,no,no,no,24 fps,
1,4,5,treated,MVI_5433,b,,,28.23,171,Melissodes,male,106,17.5,no,348201,348205,0.17,no,no,no,24 fps,
1,4,5,treated,MVI_5433,b,,,28.23,171,Melissodes,male,107,17.66,yes,348294,348296,0.08,no,no,no,24 fps,
1,4,5,treated,MVI_5433,b,,,28.23,171,Melissodes,male,88,14.53,no,348468,348471,0.13,no,no,no,24 fps,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-08-19 at 12.24.04 PM.png
1,4,5,treated,MVI_5433,b,,,28.23,171,Melissodes,female,95,15.68,yes,348475,348478,0.13,no,no,no,24 fps,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-08-19 at 12.29.14 PM.png
1,4,5,treated,MVI_5433,b,,,28.23,171,Melissodes,male,84,13.87,yes,348755,348795,1.67,yes,no,no,24 fps,
1,4,5,treated,MVI_5433,b,,,28.23,171,Melissodes,male,91,15.02,yes,349254,349256,0.08,no,no,no,24 fps,
1,4,5,treated,MVI_5433,b,,,28.23,171,Melissodes,male,93,15.35,yes,350026,350089,2.63,yes,yes,yes,24 fps,
1,5,19,control,MVI_3438,a,,,23.59,201,no bees,,,,,,,0,no,no,no,30 fps,
1,5,17,treated,MVI_5435,a,,,26.03,217,Melissodes,male,87,10.44,no,351926,351942,0.67,no,no,no,24fps,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-08-19 at 2.03.03 PM.png
1,5,17,treated,MVI_5435,a,,,26.03,217,Melissodes,male,97,11.64,no,352511,352517,0.25,no,no,no,24fps,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-08-19 at 2.09.25 PM.png
1,5,17,treated,MVI_5435,a,,,26.03,217,Melissodes,male,68,8.16,no,355450,355456,0.25,no,no,no,24fps,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-08-19 at 2.12.51 PM.png
1,5,17,treated,MVI_5435,a,,,26.03,217,Melissodes,female,60,7.2,yes,355559,355726,6.96,yes,yes,no,24fps,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-08-19 at 2.21.33 PM.png
1,5,17,treated,MVI_5435,a,,,26.03,217,Melissodes,male,49,5.88,no,355999,356012,0.54,no,no,no,24fps,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-08-19 at 2.28.54 PM.png
1,5,17,treated,MVI_5435,a,,,26.03,217,Lasioglossum,female,47,5.64,yes,358956,359176,9.17,no,no,no,24fps,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-08-19 at 2.34.13 PM.png
1,5,17,treated,MVI_5435,a,,,26.03,217,Lithurgus,female,121,14.51,yes,361954,362277,13.46,yes,no,no,24fps,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-08-19 at 2.39.24 PM.png
1,5,17,treated,MVI_5435,a,,,26.03,217,Halictus,male,51,6.12,yes,363484,363564,3.33,yes,no,no,24fps,
1,5,19,treated,MVI_3440,b,,,33.17,196,Melissodes,male,59,9.98,yes,220,223,0.1,no,no,no,30 fps,bee lands on bug and instantly flies away
1,5,19,treated,MVI_3440,b,,,33.17,196,Melissodes,male,69,11.68,yes,3412,3414,0.07,no,no,no,30 fps,bee looks at flower and leaves area
1,5,19,treated,MVI_3440,b,,,33.17,196,Melissodes,male,53,8.97,no,3697,3705,0.27,no,no,no,30 fps,
1,5,19,treated,MVI_3440,b,,,33.17,196,Melissodes,male,52,8.8,no,6223,6227,0.13,no,no,no,30 fps,
1,5,19,treated,MVI_3440,b,,,33.17,196,Melissodes,male,56,9.48,yes,6668,6671,0.1,no,no,no,30 fps,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-08-20 at 10.12.30 AM.png
1,5,19,treated,MVI_3440,b,,,33.17,196,Melissodes,male,65,11,no,7574,7582,0.27,no,no,no,30 fps,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-08-20 at 10.15.11 AM.png
1,5,19,treated,MVI_3440,b,,,33.17,196,Melissodes,male,63,10.66,no,8407,8411,0.13,no,no,no,30 fps,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-08-20 at 10.17.20 AM.png
1,5,19,treated,MVI_3440,b,,,33.17,196,Melissodes,male,69,11.68,no,9830,9838,0.27,no,no,no,30 fps,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-08-20 at 10.23.07 AM.png
1,5,19,treated,MVI_3440,b,,,33.17,196,Melissodes,male,67,11.34,yes,11101,11105,0.13,no,no,no,30 fps,
1,5,19,treated,MVI_3440,b,,,33.17,196,Melissodes,female,69,11.68,yes,12629,13174,18.17,yes,yes,no,30 fps,
1,5,19,treated,MVI_3440,b,,,33.17,196,Melissodes,female,60,10.15,yes,14847,15044,6.57,yes,no,no,30 fps,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-08-20 at 12.19.31 PM.png
1,5,16,control,MVI_5436,b,,,33.17,151,Melissodes,male,59,12.96,no,374521,374525,0.17,no,no,no,24 fps,
1,5,16,control,MVI_5436,b,,,33.17,151,Melissodes,male,57,12.52,yes,374901,374904,0.13,no,no,no,24 fps,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-08-20 at 12.25.44 PM.png
1,5,16,control,MVI_5436,b,,,33.17,151,Andrena,male,49,10.76,no,376491,376493,0.08,no,no,no,24fps,
1,5,16,control,MVI_5436,b,,,33.17,151,Melissodes,male,49,10.76,no,377548,377558,0.42,no,no,no,24 fps,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-08-20 at 12.42.46 PM.png
1,6,15,treated,MVI_3441,a,,,26.39,167,Melissodes,male,93,14.7,no,907,913,0.2,no,no,no,30 fps,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-08-20 at 12.48.05 PM.png
1,6,15,treated,MVI_3441,a,,,26.39,167,Melissodes,male,66,10.43,no,4246,4251,0.17,no,no,no,30 fps,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-08-20 at 12.50.58 PM.png
1,6,15,treated,MVI_3441,a,,,26.39,167,Melissodes,male,87,13.75,no,6150,6156,0.2,no,no,no,30 fps,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-08-20 at 12.53.05 PM.png
1,6,15,treated,MVI_3441,a,,,26.39,167,Melissodes,male,71,11.22,no,7832,7838,0.2,no,no,no,30 fps,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-08-20 at 12.54.53 PM.png
1,6,15,treated,MVI_3441,a,,,26.39,167,Melissodes,male,69,10.9,no,8033,8036,0.1,no,no,no,30 fps,
1,6,15,treated,MVI_3441,a,,,26.39,167,Melissodes,male,72,11.38,no,12287,12297,0.33,no,no,no,30 fps,
1,6,15,treated,MVI_3441,a,,,26.39,167,Melissodes,male,48,7.59,no,12536,12542,0.2,no,no,no,30 fps,
1,6,15,treated,MVI_3441,a,,,26.39,167,Melissodes,female,89,14.06,yes,13541,14238,23.23,yes,yes,no,30 fps,
1,6,15,treated,MVI_3441,a,,,26.39,167,Melissodes,male,60,9.48,no,13926,13932,0.2,no,no,no,30 fps,
1,6,15,treated,MVI_3441,a,,,26.39,167,Melissodes,male,70,11.06,no,14840,14845,0.17,no,no,no,30 fps,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-08-20 at 1.38.06 PM.png
1,6,18,control,MVI_5437,a,,,22.35,202,Melissodes,female,67,7.41,yes,389750,390268,21.58,yes,no,no,24 fps,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-08-20 at 1.46.16 PM.png
1,6,18,control,MVI_5437,a,,,22.35,202,Melissodes,male,87,9.63,yes,393349,393352,0.13,no,no,no,24 fps,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-08-20 at 2.02.08 PM.png
1,6,9,treated,MVI_3442,b,,,27.01,166,Perdita,female,34,5.53,no,837,856,0.63,no,no,no,30 fps,1637 bug leaves
1,6,9,treated,MVI_3442,b,,,27.01,166,Melissodes,male,57,9.27,no,1283,1285,0.07,no,no,no,30 fps,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-08-20 at 2.08.59 PM.png
1,6,20,control,MVI_5438,b,,,26.78,195,no bees,,,,,,,0,no,no,no,24 fps,
1,6,20,control,MVI_5438,b,,,26.78,195,fly,fly,78,10.71,no,401708,401717,0.38,no,no,no,24 fps,
1,7,13,treated,MVI_3443,a,,,27.28,165,Melissodes,male,90,14.88,no,854,858,0.13,no,no,no,30 fps,
1,7,13,treated,MVI_3443,a,,,27.28,165,Melissodes,male,79,13.06,no,2852,2857,0.17,no,no,no,,
1,7,13,treated,MVI_3443,a,,,27.28,165,Melissodes,male,NP,#VALUE!,no,8433,8440,0.23,no,no,no,,
1,7,13,treated,MVI_3443,a,,,27.28,165,Melissodes,male,81,13.39,yes,9068,9078,0.33,no,no,no,,
1,7,13,treated,MVI_3443,a,,,27.28,165,Melissodes,male,87,14.38,no,9753,9758,0.17,no,no,no,,
1,7,13,treated,MVI_3443,a,,,27.28,165,Melissodes,female,90,14.88,yes,13597,13653,1.87,no,yes,no,,28
1,7,13,treated,MVI_3443,a,,,27.28,165,Melissodes,male,82,13.56,no,14983,14988,0.17,no,no,no,28,
1,7,11,control,MVI_5439,a,,,24.76,207,Halictus,male,78,9.33,no,416197,416205,0.33,no,no,no,only 6 minutes,
1,7,11,control,MVI_5439,a,,,24.76,207,Melissodes,female,70,8.37,no,420584,420590,0.25,no,no,no,only 6 minutes,
1,7,18,treated,MVI_3444,b,,,28.06,217,Melissodes,male,79,10.22,no,148,153,0.17,no,no,no,,
1,7,18,treated,MVI_3444,b,,,28.06,217,Halictus,female,46,5.95,no,883,890,0.23,no,no,no,,
1,7,18,treated,MVI_3444,b,,,28.06,217,Melissodes,male,104,13.45,yes,999,1005,0.2,no,no,no,landed on the ambush bug then quickly flew off,
1,8,2,treated,MVI_5443,b,,,32.47,181,Melissodes,male,52,9.33,yes,571854,572181,10.9,yes,no,no,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-09-05 at 3.17.05 PM.png,
1,8,2,treated,MVI_5443,b,,,32.47,181,Perdita,female,47,8.43,no,573209,573222,0.43,no,no,no,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-09-05 at 3.19.44 PM.png,
1,8,2,treated,MVI_5443,b,,,32.47,181,Halictus,female,66,11.84,no,574577,574581,0.13,no,no,no,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-09-05 at 3.22.02 PM.png,
1,8,2,treated,MVI_5443,b,,,32.47,181,Melissodes,male,84,15.07,yes,577381,578593,40.4,no,no,no,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-09-05 at 3.25.30 PM.png,
1,8,2,treated,MVI_5443,b,,,32.47,181,Lithurgus,female,68,12.2,no,578097,578101,0.13,no,no,no,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-09-05 at 3.31.45 PM.png,
1,8,2,treated,MVI_5443,b,,,32.47,181,Melissodes,male,65,11.66,no,578404,578408,0.13,no,no,no,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-09-05 at 3.54.28 PM.png,
1,8,5,control,MVI_3446,a,,,26.18,189,Melissodes,male,66,9.14,no,3169,3171,0.07,no,no,no,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-09-05 at 4.03.30 PM.png,
1,8,5,control,MVI_3446,a,,,26.18,189,Melissodes,male,70,9.7,yes,4085,4465,12.67,yes,no,no,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-09-05 at 4.07.16 PM.png,
1,8,5,control,MVI_3446,a,,,26.18,189,Melissodes,male,74,10.25,yes,4361,4392,1.03,no,no,no,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-09-05 at 4.08.26 PM.png,
1,8,12,treated,MVI_5442,a,,,25.5,196,Melissodes,male,83,10.8,no,548068,548072,0.13,no,no,no,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-09-05 at 2.42.02 PM.png,
1,8,12,treated,MVI_5442,a,,,25.5,196,Melissodes,male,85,11.06,no,550301,550304,0.1,no,no,no,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-09-05 at 2.46.58 PM.png,
1,8,12,treated,MVI_5442,a,,,25.5,196,Melissodes,male,76,9.89,no,551324,551327,0.1,no,no,no,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-09-05 at 2.50.11 PM.png,
1,8,12,treated,MVI_5442,a,,,25.5,196,Melissodes,male,80,10.41,no,556787,556792,0.17,no,no,no,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-09-05 at 2.55.23 PM.png,
1,8,3,control,MVI_1084,b,,,24.08,154,Halictus,male,68,10.63,yes,2809,3466,21.9,yes,no,no,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-09-05 at 5.26.31 PM.png,
1,8,3,control,MVI_1084,b,,,24.08,154,Megachile,female,114,17.83,yes,11036,11110,2.47,yes,yes,no,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-09-05 at 5.34.13 PM.png,
1,8,3,control,MVI_1084,b,,,24.08,154,Melissodes,male,100,15.64,yes,11181,11768,19.57,yes,no,no,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-09-05 at 5.37.10 PM.png,
1,9,4,treated,MVI_5444,a,,,23.98,191,Melissodes,male,66,8.29,no,589717,589720,0.1,no,no,no,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-09-12 at 2.57.14 PM.png,
1,9,4,treated,MVI_5444,a,,,23.98,191,Halictus,female,53,6.65,no,592789,592790,0.03,no,no,no,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-09-12 at 3.02.42 PM.png,
1,9,4,treated,MVI_5444,a,,,23.98,191,Melissodes,male,73,9.17,yes,595586,595763,5.9,yes,no,no,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-09-12 at 3.06.13 PM.png,
1,9,8,control,MVI_1085,a,,,21.66,207,wasp, ,23,2.41,yes,17901,19441,51.33,yes ,no,no,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-09-12 at 3.34.02 PM.png,
1,9,13,control,MVI_5445,b,,,22.28,158,Melissodes,male,68,9.59,yes,612206,613292,36.2,yes,no,no,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-09-12 at 3.48.19 PM.png,
1,9,13,control,MVI_5445,b,,,22.28,158,Melissodes,female,62,8.74,no,614344,614346,0.07,no,no,no,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-09-12 at 3.52.22 PM.png,
1,9,13,control,MVI_5445,b,,,22.28,158,Melissodes,female,76,10.72,yes,626648,628022,45.8,yes,yes,no,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-09-12 at 4.14.57 PM.png,
1,9,14,treated,MVI_4668,b,,,24.55,187,Melissodes,male,96,12.6,yes,13112,14212,36.67,yes,no,no,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-09-12 at 4.31.15 PM.png,
1,9,14,treated,MVI_4668,b,,,24.55,187,Melissodes,male,82,10.77,yes,13853,13855,0.07,no,no,no,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-09-12 at 4.33.40 PM.png,
1,10,1,treated,MVI_5447,a,,,28.17,252,Melissodes,male,67,7.49,no,641894,641973,2.63,no,no,no,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-09-12 at 4.52.06 PM.png,
1,10,1,treated,MVI_5447,a,,,28.17,252,Melissodes,male,88,9.84,no,642153,642161,0.27,no,no,no,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-09-12 at 4.55.12 PM.png,
1,10,1,treated,MVI_5447,a,,,28.17,252,Melissodes,male,99,11.07,no,645978,645984,0.2,no,no,no,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-09-12 at 4.59.13 PM.png,
1,10,1,treated,MVI_5447,a,,,28.17,252,Melissodes,male,52,5.81,no,649192,649201,0.3,no,no,no,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-09-12 at 5.02.29 PM.png,
1,10,9,control,MVI_4669,a,,,22.24,197,Melissodes,male,79,8.92,no,12003,12014,0.37,no,no,no,file://localhost/Users/featherlite569/Desktop/Screen Shot 2014-09-12 at 5.16.58 PM.png,
1,10,10,control,MVI_4670,b,,,27.04,221,Melissodes,male,86,10.52,no,14217,14221,0.13,no,no,no,,
1,10,10,control,MVI_4670,b,,,27.04,221,Melissodes,male,75,9.18,no,16568,16569,0.03,no,no,no,,
1,10,11,treated,MVI_5448,b,,,31.72,224,Melissodes,male,77,10.9,no,656617,656621,0.13,no,no,no,"ants on flowers,only 1bee",
