Day,Pair,Flower,Treatment,File Name,Block,scale bar (pixel),scale bar (mm),flower width (mm),Flower width (pixels),Genus,sex,length(pixels),length(mm),land,start,stop,duration(s),nectar,pollen,attack,Notes,File Location
2,2,12,treated,MVI_4676,b,,12.7,29.32,305,Melissodes,male,97,9.32,no,592,593,0.03,no,no,no,,
2,2,12,treated,MVI_4676,b,,12.7,29.32,305,Melissodes,male,100,9.61,yes,1294,1576,9.4,yes,no,no,,
2,2,12,treated,MVI_4676,b,,12.7,29.32,305,Melissodes,male,101,9.71,no,3683,3687,0.13,no,no,no,,
2,2,12,treated,MVI_4676,b,,12.7,29.32,305,Melissodes,male,128,12.3,no,7077,7083,0.2,no,no,no,,
2,2,12,treated,MVI_4676,b,,12.7,29.32,305,Melissodes,male,102,9.81,no,8075,8079,0.13,no,no,no,,
2,2,12,treated,MVI_4676,b,,12.7,29.32,305,Melissodes,male,100,9.61,no,10106,10108,0.07,no,no,no,,
2,2,12,treated,MVI_4676,b,,12.7,29.32,305,Melissodes,female,120,11.54,yes,10940,11829,29.63,yes,yes,no,,
2,2,12,treated,MVI_4676,b,,12.7,29.32,305,Melissodes,male,109,10.48,yes,11483,11497,0.47,no,no,no,appears to be attempting to mate with the female!,
2,2,12,treated,MVI_4676,b,,12.7,29.32,305,Melissodes,female,131,12.59,yes,12285,12292,0.23,yes,no,no,,
2,2,12,treated,MVI_4676,b,,12.7,29.32,305,Melissodes,female,125,12.02,yes,14283,14491,6.93,yes,yes,no,,
2,2,12,treated,MVI_4676,b,,12.7,29.32,305,Melissodes,male,107,10.29,yes,14448,14459,0.37,no,no,no,appears to be attempting to mate with the female!,
2,2,12,treated,MVI_4676,b,,12.7,29.32,305,Melissodes,male,103,9.9,no,15230,15235,0.17,no,no,no,,
2,2,12,treated,MVI_4676,b,,12.7,29.32,305,Melissodes,female,132,12.69,yes,16556,17170,20.47,yes,yes,no,,
2,2,7,control,MVI_6018,b,,12.7,22.68,218,Apis,female,NA,#VALUE!,no,729296,729302,0.2,no,no,no,,
2,2,7,control,MVI_6018,b,,12.7,22.68,218,Melissodes,male,102,10.61,no,729703,729707,0.13,no,no,no,,
2,2,7,control,MVI_6018,b,,12.7,22.68,218,Melissodes,female,107,11.13,yes,733880,734597,23.9,yes,no,no,,
2,2,7,control,MVI_6018,b,,12.7,22.68,218,Melissodes,male,121,12.59,no,734584,734592,0.27,no,no,no,,
2,2,7,control,MVI_6018,b,,12.7,22.68,218,Melissodes,female,113,11.76,yes,735589,735784,6.5,yes,no,no,,
2,2,7,control,MVI_6018,b,,12.7,22.68,218,Melissodes,female,107,11.13,yes,735827,735900,2.43,yes,no,no,,
2,2,7,control,MVI_6018,b,,12.7,22.68,218,Melissodes,male,119,12.38,no,739020,739024,0.13,no,no,no,,
2,2,7,control,MVI_6018,b,,12.7,22.68,218,Melissodes,female,124,12.9,yes,739506,739531,0.83,yes,no,no,,
2,3,20,treated,MVI_4677,a,,12.7,30.84,291,Melissodes,male,115,12.19,no,366,370,0.13,no,no,no,,
2,3,20,treated,MVI_4677,a,,12.7,30.84,291,Halictus,female,80,8.48,no,839,843,0.13,no,no,no,,
2,3,20,treated,MVI_4677,a,,12.7,30.84,291,Melissodes,female,115,12.19,no,2649,2654,0.17,no,no,no,,
2,3,20,treated,MVI_4677,a,,12.7,30.84,291,Melissodes,male,112,11.87,no,4167,4173,0.2,no,no,no,,
2,3,20,treated,MVI_4677,a,,12.7,30.84,291,Bombus,female,127,13.46,no,6754,6757,0.1,no,no,no,,
2,3,20,treated,MVI_4677,a,,12.7,30.84,291,Melissodes,male,111,11.76,no,8919,8922,0.1,no,no,no,,
2,3,20,treated,MVI_4677,a,,12.7,30.84,291,Melissodes,male,104,11.02,no,11355,11360,0.17,no,no,no,,
2,3,20,treated,MVI_4677,a,,12.7,30.84,291,Melissodes,female,112,11.87,no,12280,12289,0.3,no,no,no,came close to ambush bug,
2,3,20,treated,MVI_4677,a,,12.7,30.84,291,Melissodes,female,113,11.98,yes,17129,17132,0.1,no,no,no,landed right in front of ambush bug,
2,3,3,control,MVI_6019,a,,12.7,24.18,270,Halictus,female,73,6.54,no,745972,745975,0.1,no,no,no,,
2,3,3,control,MVI_6019,a,,12.7,24.18,270,Melissodes,female,144,12.9,no,748511,748516,0.17,no,no,no,,
2,3,3,control,MVI_6019,a,,12.7,24.18,270,Melissodes,female,130,11.64,yes,748976,748981,0.17,no,no,no,,
2,3,3,control,MVI_6019,a,,12.7,24.18,270,Melissodes,male,112,10.03,no,753321,753331,0.33,no,no,no,,
2,3,3,control,MVI_6019,a,,12.7,24.18,270,BEETLE,BEETLE,,,beetle,756923,763439,217.2,no,no,no,,
2,3,3,control,MVI_6019,a,,12.7,24.18,270,Melissodes,female,135,12.09,yes,762188,762193,0.17,no,no,no,,
2,3,10,control,MVI_4678,b,,12.7,27.04,237,Melissodes,female,120,13.69,yes,1396,1450,1.8,yes,no,no,,
2,3,10,control,MVI_4678,b,,12.7,27.04,237,Melissodes,female,102,11.64,yes,3128,3139,0.37,no,no,no,,
2,3,10,control,MVI_4678,b,,12.7,27.04,237,Melissodes,male,97,11.07,no,4085,4089,0.13,no,no,no,,
2,3,10,control,MVI_4678,b,,12.7,27.04,237,Melissodes,male,NA,#VALUE!,no,6267,6276,0.3,no,no,no,,
2,3,10,control,MVI_4678,b,,12.7,27.04,237,Melissodes,male,110,12.55,no,7023,7026,0.1,no,no,no,,
2,3,10,control,MVI_4678,b,,12.7,27.04,237,Melissodes,female,99,11.3,yes,7070,7140,2.33,yes,no,no,,
2,3,10,control,MVI_4678,b,,12.7,27.04,237,Melissodes,female,95,10.84,yes,8773,8788,0.5,yes,no,no,,
2,3,10,control,MVI_4678,b,,12.7,27.04,237,Melissodes,male,97,11.07,yes,9530,9538,0.27,no,no,no,,
2,3,10,control,MVI_4678,b,,12.7,27.04,237,Melissodes,female,120,13.69,no,11848,11851,0.1,no,no,no,,
2,3,10,control,MVI_4678,b,,12.7,27.04,237,Melissodes,female,105,11.98,yes,14103,14138,1.17,yes,no,no,,
2,3,10,control,MVI_4678,b,,12.7,27.04,237,Melissodes,female,104,11.87,yes,15509,15617,3.6,yes,no,no,,
2,3,11,treated,MVI_6020,b,,12.7,31.72,317,Melissodes,female,119,11.91,yes,765606,765614,0.27,no,no,no,,
2,3,11,treated,MVI_6020,b,,12.7,31.72,317,Melissodes,female,118,11.81,yes,776201,776306,3.5,yes,no,no,,
2,3,11,treated,MVI_6020,b,,12.7,31.72,317,Melissodes,female,117,11.71,yes,778755,778859,3.47,yes,no,no,,
2,4,2,control,MVI_4679,a,,12.7,27.79,230,Apis,female,105,12.69,yes,0,2671,89.03,no,no,no,appears to be hanging out on flowers,
2,4,2,control,MVI_4679,a,,12.7,27.79,230,Melissodes,female,101,12.2,no,1493,1500,0.23,no,no,no,,
2,4,2,control,MVI_4679,a,,12.7,27.79,230,Halictus,female,54,6.52,no,5901,5906,0.17,no,no,no,,
2,4,2,control,MVI_4679,a,,12.7,27.79,230,Melissodes,male,92,11.12,no,5987,5990,0.1,no,no,no,,
2,4,2,control,MVI_4679,a,,12.7,27.79,230,Melissodes,male,94,11.36,no,9608,9612,0.13,no,no,no,,
2,4,16,treated,MVI_6021,a,,12.7,28.26,285,Melissodes,male,114,11.3,no,787703,787711,0.27,no,no,no,,
2,4,16,treated,MVI_6021,a,,12.7,28.26,285,Melissodes,female,111,11.01,yes,788738,789159,14.03,yes,no,no,,
2,4,16,treated,MVI_6021,a,,12.7,28.26,285,Melissodes,male,98,9.72,no,790033,790044,0.37,no,no,no,,
2,4,16,treated,MVI_6021,a,,12.7,28.26,285,Melissodes,male,111,11.01,no,791187,791194,0.23,no,no,no,,
2,4,16,treated,MVI_6021,a,,12.7,28.26,285,Melissodes,male,109,10.81,no,793648,793655,0.23,no,no,no,,
2,4,16,treated,MVI_6021,a,,12.7,28.26,285,Melissodes,male,102,10.11,no,793891,793896,0.17,no,no,no,,
2,4,16,treated,MVI_6021,a,,12.7,28.26,285,Melissodes,male,114,11.3,no,797257,797272,0.5,no,no,no,,
2,4,16,treated,MVI_6021,a,,12.7,28.26,285,Melissodes,female,111,11.01,yes,797779,797932,5.1,yes,no,no,,
2,4,9,treated,MVI_4680,b,,12.7,27.61,244,Melissodes,male,103,11.66,no,1093,1098,0.17,no,no,no,,
2,4,9,treated,MVI_4680,b,,12.7,27.61,244,Melissodes,female,98,11.09,yes,1950,2149,6.63,yes,no,no,,
2,4,9,treated,MVI_4680,b,,12.7,27.61,244,Melissodes,male,94,10.64,no,2110,2120,0.33,no,no,no,,
2,4,9,treated,MVI_4680,b,,12.7,27.61,244,Melissodes,male,90,10.18,no,2393,2398,0.17,no,no,no,,
2,4,9,treated,MVI_4680,b,,12.7,27.61,244,Melissodes,male,94,10.64,no,2488,2494,0.2,no,no,no,,
2,4,9,treated,MVI_4680,b,,12.7,27.61,244,Melissodes,male,110,12.45,no,4104,4115,0.37,no,no,no,,
2,4,9,treated,MVI_4680,b,,12.7,27.61,244,Melissodes,male,96,10.86,no,8801,8813,0.4,no,no,no,,
2,4,9,treated,MVI_4680,b,,12.7,27.61,244,Melissodes,male,102,11.54,no,9947,9952,0.17,no,no,no,,
2,4,9,treated,MVI_4680,b,,12.7,27.61,244,BEETLE,Beetle,,,Beetle,9969,11304,44.5,,,,"Lands on ambush, crawls all over ambush bug - long horned beetle",
2,4,9,treated,MVI_4680,b,,12.7,27.61,244,Melissodes,female,101,11.43,yes,10117,10135,0.6,yes,no,no,,
2,4,9,treated,MVI_4680,b,,12.7,27.61,244,Melissodes,male,95,10.75,no,11431,11440,0.3,no,no,no,,
2,4,9,treated,MVI_4680,b,,12.7,27.61,244,Melissodes,male,104,11.77,no,11671,11675,0.13,no,no,no,,
2,4,9,treated,MVI_4680,b,,12.7,27.61,244,Melissodes,male,97,10.98,no,12132,12136,0.13,no,no,no,,
2,4,9,treated,MVI_4680,b,,12.7,27.61,244,Melissodes,male,108,12.22,no,12132,12145,0.43,no,no,no,,
2,4,9,treated,MVI_4680,b,,12.7,27.61,244,Melissodes,male,94,10.64,no,12252,12263,0.37,no,no,no,,
2,4,9,treated,MVI_4680,b,,12.7,27.61,244,Melissodes,male,98,11.09,no,13709,13712,0.1,no,no,no,,
2,4,9,treated,MVI_4680,b,,12.7,27.61,244,Melissodes,male,95,10.75,no,14742,14756,0.47,no,no,no,,
2,4,9,treated,MVI_4680,b,,12.7,27.61,244,Melissodes,female,110,12.45,yes,16453,16649,6.53,yes,no,no,Came very close to ambush bug,
2,4,9,treated,MVI_4680,b,,12.7,27.61,244,Melissodes,male,102,11.54,no,16643,16676,1.1,no,no,no,"landed on ambush bug, knocked female off the flower",
2,4,9,treated,MVI_4680,b,,12.7,27.61,244,Melissodes,female,113,12.79,yes,17093,17116,0.77,yes,no,no,,
2,4,20,control,MVI_6022,b,,12.7,26.78,245,Melissodes,male,100,10.93,no,804616,804620,0.13,no,no,no,,
2,4,20,control,MVI_6022,b,,12.7,26.78,245,Melissodes,male,109,11.91,no,806112,806114,0.07,no,no,no,,
2,4,20,control,MVI_6022,b,,12.7,26.78,245,Melissodes,male,99,10.82,yes,806558,806568,0.33,no,no,no,,
2,4,20,control,MVI_6022,b,,12.7,26.78,245,Andrena,male,120,13.12,no,806794,806802,0.27,no,no,no,../Desktop/Screen Shot 2014-11-05 at 9.46.23 PM.png,
2,4,20,control,MVI_6022,b,,12.7,26.78,245,Melissodes,male,96,10.49,yes,807078,807096,0.6,no,no,no,,
2,4,20,control,MVI_6022,b,,12.7,26.78,245,Melissodes,male,85,9.29,no,807092,807095,0.1,no,no,no,,
2,4,20,control,MVI_6022,b,,12.7,26.78,245,Melissodes,female,107,11.7,yes,809836,810523,22.9,yes,no,no,,
2,4,20,control,MVI_6022,b,,12.7,26.78,245,Melissodes,male,88,9.62,no,809978,810005,0.9,no,no,no,,
2,4,20,control,MVI_6022,b,,12.7,26.78,245,Melissodes,female,103,11.26,yes,810487,810496,0.3,no,no,no,,
2,4,20,control,MVI_6022,b,,12.7,26.78,245,Melissodes,male,93,10.17,no,811875,811880,0.17,no,no,no,,
2,4,20,control,MVI_6022,b,,12.7,26.78,245,Melissodes,male,103,11.26,no,812447,812453,0.2,no,no,no,,
2,4,20,control,MVI_6022,b,,12.7,26.78,245,Melissodes,female,121,13.23,yes,813228,813254,0.87,yes,no,no,,
2,4,20,control,MVI_6022,b,,12.7,26.78,245,Melissodes,male,98,10.71,no,814170,814183,0.43,no,no,no,,
2,4,20,control,MVI_6022,b,,12.7,26.78,245,Melissodes,male,100,10.93,yes,814541,814564,0.77,yes,no,no,,
2,4,20,control,MVI_6022,b,,12.7,26.78,245,Melissodes,male,NA,#VALUE!,no,815579,815583,0.13,no,no,no,,
2,4,20,control,MVI_6022,b,,12.7,26.78,245,Melissodes,male,92,10.06,no,815760,815775,0.5,no,no,no,,
2,4,20,control,MVI_6022,b,,12.7,26.78,245,Melissodes,male,NA,#VALUE!,no,816928,816933,0.17,no,no,no,,
2,4,20,control,MVI_6022,b,,12.7,26.78,245,Melissodes,male,98,10.71,no,817170,817176,0.2,no,no,no,,
2,4,20,control,MVI_6022,b,,12.7,26.78,245,Melissodes,male,NA,#VALUE!,no,817467,817471,0.13,no,no,no,,
2,4,20,control,MVI_6022,b,,12.7,26.78,245,Melissodes,male,94,10.27,no,817975,817979,0.13,no,no,no,,
2,4,20,control,MVI_6022,b,,12.7,26.78,245,Melissodes,male,101,11.04,no,818985,818995,0.33,no,no,no,,
2,4,20,control,MVI_6022,b,,12.7,26.78,245,Melissodes,female,104,11.37,yes,819761,819769,0.27,no,no,no,,
2,4,20,control,MVI_6022,b,,12.7,26.78,245,Melissodes,female,101,11.04,yes,820530,820804,9.13,yes,no,no,,
2,4,20,control,MVI_6022,b,,12.7,26.78,245,Melissodes,male,103,11.26,no,821197,821206,0.3,no,no,no,,
2,4,20,control,MVI_6022,b,,12.7,26.78,245,Melissodes,female,104,11.37,yes,821325,821346,0.7,yes,no,no,,
2,4,20,control,MVI_6022,b,,12.7,26.78,245,Melissodes,female,109,11.91,no,821343,821351,0.27,no,no,no,,
2,5,5,control,MVI_6023,a,,12.7,26.18,263,Melissodes,female,114,11.35,yes,827547,827638,3.03,yes,no,no,"windy, plant moving early in video",
2,5,5,control,MVI_6023,a,,12.7,26.18,263,Melissodes,male,NA,#VALUE!,no,829663,829668,0.17,no,no,no,,
2,5,5,control,MVI_6023,a,,12.7,26.18,263,Melissodes,female,105,10.45,yes,831998,832402,13.47,yes,no,no,,
2,5,5,control,MVI_6023,a,,12.7,26.18,263,Melissodes,male,103,10.25,no,834194,834199,0.17,no,no,no,,
2,5,5,control,MVI_6023,a,,12.7,26.18,263,Melissodes,male,86,8.56,no,835655,835662,0.23,no,no,no,,
2,5,5,control,MVI_6023,a,,12.7,26.18,263,Melissodes,male,101,10.05,no,836077,836085,0.27,no,no,no,,
2,5,5,control,MVI_6023,a,,12.7,26.18,263,Melissodes,male,101,10.05,yes,836162,836249,2.9,yes,no,no,,
2,5,5,control,MVI_6023,a,,12.7,26.18,263,Melissodes,male,88,8.76,no,836405,836417,0.4,no,no,no,,
2,5,5,control,MVI_6023,a,,12.7,26.18,263,Melissodes,male,87,8.66,no,837222,837231,0.3,no,no,no,,
2,5,5,control,MVI_6023,a,,12.7,26.18,263,Melissodes,male,91,9.06,no,837317,837322,0.17,no,no,no,,
2,5,5,control,MVI_6023,a,,12.7,26.18,263,Melissodes,male,98,9.76,no,838196,838200,0.13,no,no,no,,
2,5,5,control,MVI_6023,a,,12.7,26.18,263,Melissodes,male,103,10.25,no,839231,839235,0.13,no,no,no,,
2,5,5,control,MVI_6023,a,,12.7,26.18,263,Melissodes,female,110,10.95,yes,839275,839438,5.43,yes,no,no,,
2,5,5,control,MVI_6023,a,,12.7,26.18,263,Melissodes,male,99,9.85,no,839944,839949,0.17,no,no,no,,
2,5,5,control,MVI_6023,a,,12.7,26.18,263,Melissodes,male,103,10.25,no,840310,840320,0.33,no,no,no,,
2,5,5,control,MVI_6023,a,,12.7,26.18,263,Melissodes,male,94,9.36,no,840352,840355,0.1,no,no,no,,
2,5,5,control,MVI_6023,a,,12.7,26.18,263,Melissodes,male,96,9.56,no,840370,840382,0.4,no,no,no,,
2,5,5,control,MVI_6023,a,,12.7,26.18,263,Melissodes,male,92,9.16,no,841904,841909,0.17,no,no,no,,
2,5,12,treated,MVI_4683,a,,12.7,25.5,221,Melissodes,female,101,11.65,yes,3465,3735,9,yes,no,no,ambush bug moved to ray flower,
2,5,12,treated,MVI_4683,a,,12.7,25.5,221,Melissodes,male,87,10.04,no,3730,3739,0.3,no,no,no,likely attracted to the female,
2,5,12,treated,MVI_4683,a,,12.7,25.5,221,Melissodes,male,106,12.23,no,5178,5184,0.2,no,no,no,,
2,5,12,treated,MVI_4683,a,,12.7,25.5,221,Melissodes,male,101,11.65,yes,7139,7207,2.27,yes,no,no,,
2,5,12,treated,MVI_4683,a,,12.7,25.5,221,Melissodes,male,91,10.5,yes,9276,9459,6.1,yes,no,no,,
2,5,12,treated,MVI_4683,a,,12.7,25.5,221,Melissodes,male,NA,#VALUE!,no,10567,10575,0.27,no,no,no,,
2,5,12,treated,MVI_4683,a,,12.7,25.5,221,Melissodes,male,101,11.65,no,11245,11258,0.43,no,no,no,,
2,5,12,treated,MVI_4683,a,,12.7,25.5,221,Melissodes,male,106,12.23,no,14471,14480,0.3,no,no,no,,
2,5,12,treated,MVI_4683,a,,12.7,25.5,221,Melissodes,male,99,11.42,no,15978,15982,0.13,no,no,no,,
2,5,18,treated,MVI_4684,b,,12.7,28.06,315,Melissodes,male,123,10.96,no,2404,2408,0.13,no,no,no,ambush bug moved behind petal at 2944,
2,5,18,treated,MVI_4684,b,,12.7,28.06,315,Ambush Bug,,,,ambush,2944,7375,147.7,,,,ambush bug moved behind petal at 2944,
2,5,18,treated,MVI_4684,b,,12.7,28.06,315,EARWIG,male,gross,,earwig,5133,5220,2.9,no,no,no,,
2,5,18,treated,MVI_4684,b,,12.7,28.06,315,Melissodes,male,121,10.78,no,5267,5269,0.07,no,no,no,,
2,5,18,treated,MVI_4684,b,,12.7,28.06,315,Melissodes,male,101,9,no,5349,5352,0.1,no,no,no,,
2,5,18,treated,MVI_4684,b,,12.7,28.06,315,Melissodes,male,94,8.37,no,6071,6076,0.17,no,no,no,,
2,5,18,treated,MVI_4684,b,,12.7,28.06,315,Melissodes,male,120,10.69,no,6304,6315,0.37,no,no,no,,
2,5,18,treated,MVI_4684,b,,12.7,28.06,315,Melissodes,male,121,10.78,no,6845,6854,0.3,no,no,no,,
2,5,18,treated,MVI_4684,b,,12.7,28.06,315,Melissodes,male,111,9.89,no,8715,8721,0.2,no,no,no,,
2,5,18,treated,MVI_4684,b,,12.7,28.06,315,Melissodes,male,99,8.82,no,8986,8993,0.23,no,no,no,,
2,5,18,treated,MVI_4684,b,,12.7,28.06,315,Melissodes,male,121,10.78,no,11544,11550,0.2,no,no,no,,
2,5,18,treated,MVI_4684,b,,12.7,28.06,315,Melissodes,male,123,10.96,no,12616,12620,0.13,no,no,no,,
2,5,18,treated,MVI_4684,b,,12.7,28.06,315,Melissodes,male,NA,#VALUE!,no,14501,14507,0.2,no,no,no,,
2,5,18,treated,MVI_4684,b,,12.7,28.06,315,Melissodes,male,NA,#VALUE!,no,15193,15196,0.1,no,no,no,,
2,5,18,treated,MVI_4684,b,,12.7,28.06,315,Melissodes,male,101,9,no,15309,15313,0.13,no,no,no,,
2,5,18,treated,MVI_4684,b,,12.7,28.06,315,Melissodes,male,NA,#VALUE!,no,15626,15630,0.13,no,no,no,,
2,5,18,treated,MVI_4684,b,,12.7,28.06,315,Melissodes,female,145,12.92,yes,15996,16611,20.5,yes,no,no,,
2,5,4,control,MVI_6024,b,,12.7,22.33,209,Melissodes,male,100,10.68,no,846184,846189,0.17,no,no,no,,
2,5,4,control,MVI_6024,b,,12.7,22.33,209,Melissodes,male,82,8.76,no,849171,849176,0.17,no,no,no,,
2,5,4,control,MVI_6024,b,,12.7,22.33,209,Melissodes,male,78,8.33,no,849449,849456,0.23,no,no,no,,
2,5,4,control,MVI_6024,b,,12.7,22.33,209,Melissodes,female,89,9.51,yes,850451,850940,16.3,yes,no,no,,
2,5,4,control,MVI_6024,b,,12.7,22.33,209,Melissodes,male,NA,#VALUE!,no,850794,850797,0.1,no,no,no,,
2,5,4,control,MVI_6024,b,,12.7,22.33,209,Melissodes,male,92,9.83,no,8517111,8517116,0.17,no,no,no,,
2,5,4,control,MVI_6024,b,,12.7,22.33,209,Melissodes,male,92,9.83,no,854357,854365,0.27,no,no,no,,
2,5,4,control,MVI_6024,b,,12.7,22.33,209,Melissodes,male,85,9.08,no,855049,855051,0.07,no,no,no,,
2,5,4,control,MVI_6024,b,,12.7,22.33,209,Melissodes,male,92,9.83,no,855801,856807,33.53,no,no,no,,
2,5,4,control,MVI_6024,b,,12.7,22.33,209,Melissodes,male,95,10.15,no,857609,857612,0.1,no,no,no,,
2,5,4,control,MVI_6024,b,,12.7,22.33,209,Melissodes,female,102,10.9,yes,858672,859145,15.77,yes,no,no,,
2,5,4,control,MVI_6024,b,,12.7,22.33,209,Melissodes,male,80,8.55,no,859503,859807,10.13,no,no,no,,
2,5,4,control,MVI_6024,b,,12.7,22.33,209,Melissodes,male,85,9.08,no,860267,860272,0.17,no,no,no,,
2,5,4,control,MVI_6025,b,,12.7,22.33,209,Melissodes,male,88,9.4,no,860457,860463,0.2,no,no,no,,
2,5,4,control,MVI_6025,b,,12.7,22.33,209,Melissodes,male,85,9.08,no,861387,861392,0.17,no,no,no,,
2,6,15,treated,MVI_6026,a,,12.7,26.39,259,Parenthesis lady Beetles,,,,Beetle,863698,864217,17.3,,,,,
2,6,15,treated,MVI_6026,a,,12.7,26.39,259,Melissodes,female,124,12.63,yes,869234,869248,0.47,yes,no,no,Antenna touch ambush bug and bee leaves immediately,
2,6,15,treated,MVI_6026,a,,12.7,26.39,259,Melissodes,male,NA,#VALUE!,no,880334,880337,0.1,no,no,no,,
2,6,18,control,MVI_4685,a,,12.7,22.35,319,Melissodes,male,NA,#VALUE!,no,2671,2675,0.13,no,no,no,,
2,6,18,control,MVI_4685,a,,12.7,22.35,319,Melissodes,male,NA,#VALUE!,no,3159,3164,0.17,no,no,no,,
2,6,18,control,MVI_4685,a,,12.7,22.35,319,Melissodes,male,NA,#VALUE!,no,4074,4083,0.3,no,no,no,,
2,6,18,control,MVI_4685,a,,12.7,22.35,319,Melissodes,female,167,11.7,yes,4392,4889,16.57,yes,no,no,,
2,6,18,control,MVI_4685,a,,12.7,22.35,319,Melissodes,male,99,6.94,no,8227,8232,0.17,no,no,no,,
2,6,18,control,MVI_4685,a,,12.7,22.35,319,Melissodes,male,NA,#VALUE!,no,12156,12159,0.1,no,no,no,,
2,6,18,control,MVI_4685,a,,12.7,22.35,319,Melissodes,male,NA,#VALUE!,no,16358,16361,0.1,no,no,no,,
2,6,15,control,MVI_4686,b,,12.7,27.02,273,Melissodes,male,121,11.98,no,341,347,0.2,no,no,no,,
2,6,15,control,MVI_4686,b,,12.7,27.02,273,Melissodes,male,104,10.29,no,888,893,0.17,no,no,no,,
2,6,15,control,MVI_4686,b,,12.7,27.02,273,Melissodes,male,123,12.17,no,1003,1006,0.1,no,no,no,,
2,6,15,control,MVI_4686,b,,12.7,27.02,273,Melissodes,male,117,11.58,no,1052,1056,0.13,no,no,no,,
2,6,15,control,MVI_4686,b,,12.7,27.02,273,Melissodes,male,105,10.39,yes,1416,1422,0.2,no,no,no,,
2,6,15,control,MVI_4686,b,,12.7,27.02,273,Melissodes,male,NA,#VALUE!,no,2187,2189,0.07,no,no,no,,
2,6,15,control,MVI_4686,b,,12.7,27.02,273,Melissodes,male,NA,#VALUE!,no,2860,2863,0.1,no,no,no,,
2,6,15,control,MVI_4686,b,,12.7,27.02,273,Melissodes,male,NA,#VALUE!,no,3188,3191,0.1,no,no,no,,
2,6,15,control,MVI_4686,b,,12.7,27.02,273,Melissodes,male,109,10.79,no,3632,3643,0.37,no,no,no,,
2,6,15,control,MVI_4686,b,,12.7,27.02,273,Melissodes,male,100,9.9,no,4216,4225,0.3,no,no,no,,
2,6,15,control,MVI_4686,b,,12.7,27.02,273,Melissodes,male,NA,#VALUE!,no,5770,5773,0.1,no,no,no,,
2,6,15,control,MVI_4686,b,,12.7,27.02,273,Melissodes,male,116,11.48,no,6177,6183,0.2,no,no,no,,
2,6,15,control,MVI_4686,b,,12.7,27.02,273,Melissodes,male,119,11.78,no,7751,7755,0.13,no,no,no,,
2,6,15,control,MVI_4686,b,,12.7,27.02,273,Melissodes,male,103,10.19,no,8484,8488,0.13,no,no,no,,
2,6,15,control,MVI_4686,b,,12.7,27.02,273,Melissodes,female,117,11.58,yes,9051,9270,7.3,yes,no,no,hit by male,
2,6,15,control,MVI_4686,b,,12.7,27.02,273,Melissodes,male,109,10.79,yes,9266,9270,0.13,no,no,no,,
2,6,15,control,MVI_4686,b,,12.7,27.02,273,Melissodes,female,130,12.87,yes,9292,9315,0.77,no,no,no,,
2,6,15,control,MVI_4686,b,,12.7,27.02,273,Melissodes,male,NA,#VALUE!,no,9714,9718,0.13,no,no,no,,
2,6,15,control,MVI_4686,b,,12.7,27.02,273,Melissodes,male,115,11.38,no,9961,9965,0.13,no,no,no,,
2,6,15,control,MVI_4686,b,,12.7,27.02,273,Melissodes,male,95,9.4,no,10127,10130,0.1,no,no,no,,
2,6,15,control,MVI_4686,b,,12.7,27.02,273,Melissodes,male,104,10.29,yes,10553,10560,0.23,yes,no,no,,
2,6,15,control,MVI_4686,b,,12.7,27.02,273,Melissodes,male,102,10.1,no,11719,11721,0.07,no,no,no,,
2,6,15,control,MVI_4686,b,,12.7,27.02,273,Melissodes,male,112,11.09,no,12083,12088,0.17,no,no,no,,
2,6,15,control,MVI_4686,b,,12.7,27.02,273,Melissodes,female,129,12.77,yes,12501,12948,14.9,yes,no,no,,
2,6,15,control,MVI_4686,b,,12.7,27.02,273,Melissodes,male,86,8.51,no,13534,13538,0.13,no,no,no,,
2,6,15,control,MVI_4686,b,,12.7,27.02,273,Melissodes,male,NA,#VALUE!,no,13811,13815,0.13,no,no,no,,
2,6,15,control,MVI_4686,b,,12.7,27.02,273,Melissodes,male,116,11.48,no,14155,14162,0.23,no,no,no,,
2,6,15,control,MVI_4686,b,,12.7,27.02,273,Melissodes,male,112,11.09,no,14714,14721,0.23,no,no,no,,
2,6,15,control,MVI_4686,b,,12.7,27.02,273,Melissodes,male,93,9.2,no,14722,14725,0.1,no,no,no,,
2,6,15,control,MVI_4686,b,,12.7,27.02,273,Melissodes,male,117,11.58,no,14941,14947,0.2,no,no,no,,
2,6,15,control,MVI_4686,b,,12.7,27.02,273,Melissodes,male,116,11.48,no,15396,15401,0.17,no,no,no,,
2,6,15,control,MVI_4686,b,,12.7,27.02,273,Melissodes,male,95,9.4,no,16201,16205,0.13,no,no,no,,
2,6,15,control,MVI_4686,b,,12.7,27.02,273,Melissodes,male,104,10.29,yes,16984,16989,0.17,no,no,no,,
2,6,15,control,MVI_4686,b,,12.7,27.02,273,Melissodes,male,118,11.68,no,17329,17335,0.2,no,no,no,,
2,6,15,control,MVI_4686,b,,12.7,27.02,273,Melissodes,male,110,10.89,no,17644,17648,0.13,no,no,no,,
2,6,8,treated,MVI_6027,b,,12.7,27.37,250,Melissodes,male,NA,#VALUE!,no,884487,884492,0.17,no,no,no,,
2,6,8,treated,MVI_6027,b,,12.7,27.37,250,Melissodes,male,116,12.7,no,890802,890807,0.17,no,no,no,,
2,6,8,treated,MVI_6027,b,,12.7,27.37,250,Melissodes,male,105,11.5,no,892195,892199,0.13,no,no,no,,
